Image,F1,Jaccard,Recall,Precision,,,
1681.png,0.9393939393939394,0.8857142857142857,0.9526248399487837,0.9265255292652553,,,
750.png,0.6816625916870416,0.5170623145400594,0.5282303902993558,0.9607167470709855,,,
1826.png,0.9510124101894187,0.9066002490660025,0.9623265036351619,0.9399612653324726,,,
2061.png,0.7901554404145077,0.6531049250535332,0.9822866344605475,0.6608884073672806,,,
2858.png,0.9476474486414845,0.9005037783375315,0.9225806451612903,0.9741144414168937,,,
2101.png,0.38501560874089497,0.23840206185567012,0.9090909090909091,0.24422442244224424,,,
1006.png,0.8785046728971962,0.7833333333333333,0.8308080808080808,0.9320113314447592,,,
2808.png,0.3544655252198056,0.21541057367829022,1,0.21541057367829022,,,
1803.png,0,0,0,0,,,
1491.png,0.8933002481389579,0.8071748878923767,0.8530805687203792,0.9375,,,
3012.png,0,0,0,0,,,
2566.png,0.9057750759878419,0.8277777777777777,0.8764705882352941,0.9371069182389937,,,
841.png,0.9003058103975535,0.8186874304783093,0.9986431478968792,0.8195991091314031,,,
2922.png,0.9006063801740047,0.8191846522781775,0.9976635514018691,0.8207592503604036,,,
2359.png,0.48062809353131936,0.31633340822287126,0.8390941597139452,0.3367615403013633,,,
1304.png,0.8859784283513098,0.7952973720608575,0.8846153846153846,0.8873456790123457,,,
1063.png,0.8626790227464196,0.7585185185185185,0.7585185185185185,1,,,
769.png,0.8725526413003324,0.7739187418086501,0.9539579967689822,0.8039482641252553,,,
2246.png,0.4880326911850555,0.3227799227799228,0.9227373068432672,0.33174603174603173,,,
2362.png,0.051546392,0.026455026455026454,0.026455026455026454,1,,,
550.png,0.2222222222222222,0.125,0.125,1,,,
2878.png,0.8929630628201672,0.8066244520214321,0.8794476898566118,0.9069003285870756,,,
1021.png,0.8662764520486268,0.7640984908657665,0.7720706260032103,0.9866666666666667,,,
197.png,0,0,0,0,,,
1274.png,0.9382093316519546,0.8836104513064132,0.9489795918367347,0.9276807980049875,,,
915.png,0.7211703958691911,0.5639300134589502,0.5882077678989237,0.9318013343217197,,,
2360.png,0.3626924453992123,0.22151760332385742,0.6403286978508217,0.252997003,,,
1553.png,0.8128342245989305,0.6846846846846847,0.7037037037037037,0.9620253164556962,,,
2262.png,0.9214908802537668,0.8544117647058823,0.9830795262267343,0.8671641791044776,,,
2096.png,0.8033472803347281,0.6713286713286714,0.6713286713286714,1,,,
2385.png,0.8805104408352669,0.7865284974093264,0.7931034482758621,0.9895697522816167,,,
2073.png,0.6298516882297255,0.45969599263012434,0.6928149947934745,0.5773792305467168,,,
979.png,0.9177489177489178,0.848,0.905982906,0.9298245614035088,,,
1658.png,0.8659793814432989,0.7636363636363637,0.9,0.8344370860927153,,,
864.png,0.7071879801946389,0.5470153195985209,0.5951149425287356,0.871266302,,,
2571.png,0.7515789473684211,0.6020236087689713,0.6020236087689713,1,,,
1269.png,0.9116022099447514,0.8375634517766497,0.8870967741935484,0.9375,,,
985.png,0.4788732394366197,0.3148148148148148,0.5284974093264249,0.43776824034334766,,,
847.png,0.892349357,0.8056234718826406,0.8145859085290482,0.9865269461077845,,,
1218.png,0.7651821862348178,0.6196721311475409,0.9947368421052631,0.6217105263157895,,,
